经度,120.3731,
2022-01-21,19:00:00,1.8154846191406477
2022-01-21,20:00:00,2.0080505371093977
2022-01-21,21:00:00,1.9930664062500227
2022-01-21,22:00:00,2.2810913085937727
2022-01-21,23:00:00,2.5757995605468977
2022-01-22,00:00:00,2.3821044921875227
2022-01-22,01:00:00,2.4242797851562727
2022-01-22,02:00:00,2.5891052246093977
2022-01-22,03:00:00,2.4270568847656477
2022-01-22,04:00:00,2.4298339843750227
2022-01-22,05:00:00,2.9631591796875227
2022-01-22,06:00:00,3.1124511718750227
2022-01-22,07:00:00,3.3838439941406477
2022-01-22,08:00:00,3.5741821289062727
2022-01-22,09:00:00,4.413323974609398
2022-01-22,10:00:00,4.451623535156273
2022-01-22,11:00:00,4.388330078125023
2022-01-22,12:00:00,4.401666259765648
2022-01-22,13:00:00,4.177453613281273
2022-01-22,14:00:00,3.9571166992187727
2022-01-22,15:00:00,3.5686584472656477
2022-01-22,16:00:00,3.4221435546875227
2022-01-22,17:00:00,3.3927246093750227
2022-01-22,18:00:00,3.3605285644531477
2022-01-22,19:00:00,3.2722717285156477
2022-01-22,20:00:00,3.0963684082031477
2022-01-22,21:00:00,2.8527160644531477
2022-01-22,22:00:00,2.6490417480468977
2022-01-22,23:00:00,2.4670043945312727
2022-01-23,00:00:00,2.2250610351562727
2022-01-23,01:00:00,2.0402465820312727
2022-01-23,02:00:00,1.7805114746093977
2022-01-23,03:00:00,1.6312194824218977
2022-01-23,04:00:00,1.5707336425781477
2022-01-23,05:00:00,1.5796142578125227
2022-01-23,06:00:00,1.6339965820312727
2022-01-23,07:00:00,1.7061401367187727
2022-01-23,08:00:00,1.7477661132812727
2022-01-23,09:00:00,1.8232360839843977
2022-01-23,10:00:00,1.8748413085937727
2022-01-23,11:00:00,2.0047241210937727
2022-01-23,12:00:00,2.5674682617187727
2022-01-23,13:00:00,3.1640563964843977
2022-01-23,14:00:00,3.5625244140625227
2022-01-23,15:00:00,3.3089233398437727
2022-01-23,16:00:00,2.8777099609375227
2022-01-23,17:00:00,1.4269958496093977
2022-01-23,18:00:00,0.45690307617189774
2022-01-23,19:00:00,-0.22406616210935226
2022-01-23,20:00:00,-0.6569580078124773
2022-01-23,21:00:00,-0.8561767578124773
2022-01-23,22:00:00,-0.8916992187499773
2022-01-23,23:00:00,-0.8916992187499773
2022-01-24,00:00:00,-1.1380981445312273
2022-01-24,01:00:00,-1.2235778808593523
2022-01-24,02:00:00,-1.2430175781249773
2022-01-24,03:00:00,-1.2857421874999773
2022-01-24,04:00:00,-1.2457641601562273
2022-01-24,05:00:00,-0.9549621582031023
2022-01-24,06:00:00,-0.8145507812499773
2022-01-24,07:00:00,-0.7357543945312273
2022-01-24,08:00:00,-0.40164794921872726
2022-01-24,09:00:00,0.5689941406250227
2022-01-24,10:00:00,1.0984436035156477
2022-01-24,11:00:00,1.6661926269531477
2022-01-24,12:00:00,2.4914489746093977
2022-01-24,13:00:00,3.0153442382812727
2022-01-24,14:00:00,3.4243408203125227
2022-01-24,15:00:00,3.3544250488281477
2022-01-24,16:00:00,3.0658203125000227
2022-01-24,17:00:00,2.0075012207031477
2022-01-24,18:00:00,1.2627197265625227
2022-01-24,19:00:00,0.7121826171875227
2022-01-24,20:00:00,0.35534057617189774
2022-01-24,21:00:00,-0.10309448242185226
2022-01-24,22:00:00,-0.24902954101560226
2022-01-24,23:00:00,-0.44937744140622726
2022-01-25,00:00:00,-0.7329772949218523
2022-01-25,01:00:00,-0.7240966796874773
2022-01-25,02:00:00,-0.7207702636718523
2022-01-25,03:00:00,-0.6236633300781023
2022-01-25,04:00:00,-0.48047485351560226
2022-01-25,05:00:00,-0.6625122070312273
2022-01-25,06:00:00,-0.5925659179687273
2022-01-25,07:00:00,-0.5287536621093523
2022-01-25,08:00:00,-0.16080322265622726
2022-01-25,09:00:00,0.7665649414062727
2022-01-25,10:00:00,1.3953491210937727
2022-01-25,11:00:00,2.0707641601562727
2022-01-25,12:00:00,3.1196533203125227
2022-01-25,13:00:00,3.8444763183593977
2022-01-25,14:00:00,4.462701416015648
2022-01-25,15:00:00,4.742974853515648
2022-01-25,16:00:00,4.595910644531273
2022-01-25,17:00:00,3.6446777343750227
2022-01-25,18:00:00,3.5020385742187727
2022-01-25,19:00:00,3.0519653320312727
2022-01-25,20:00:00,2.3615661621093977
2022-01-25,21:00:00,1.4674926757812727
2022-01-25,22:00:00,1.1850219726562727
2022-01-25,23:00:00,0.9946533203125227
2022-01-26,00:00:00,0.6344848632812727
2022-01-26,01:00:00,0.5351501464843977
2022-01-26,02:00:00,0.37310180664064774
2022-01-26,03:00:00,0.14830932617189774
2022-01-26,04:00:00,0.027886962890647737
2022-01-26,05:00:00,-0.5226501464843523
2022-01-26,06:00:00,-0.5437377929687273
2022-01-26,07:00:00,-0.5037597656249773
2022-01-26,08:00:00,-0.27899780273435226
2022-01-26,09:00:00,1.2998901367187727
2022-01-26,10:00:00,1.9125915527343977
2022-01-26,11:00:00,2.5552612304687727
2022-01-26,12:00:00,3.4232421875000227
2022-01-26,13:00:00,4.007623291015648
2022-01-26,14:00:00,4.413873291015648
2022-01-26,15:00:00,4.317315673828148
2022-01-26,16:00:00,3.9943176269531477
2022-01-26,17:00:00,3.8028503417968977
2022-01-26,18:00:00,3.5070434570312727
2022-01-26,19:00:00,2.9936767578125227
2022-01-26,20:00:00,2.5269409179687727
2022-01-26,21:00:00,1.8726440429687727
2022-01-26,22:00:00,1.4946838378906477
2022-01-26,23:00:00,0.9996582031250227
2022-01-27,00:00:00,0.5623413085937727
2022-01-27,01:00:00,0.32146606445314774
2022-01-27,02:00:00,0.08782348632814774
2022-01-27,03:00:00,-0.17078247070310226
2022-01-27,04:00:00,-0.41275634765622726
2022-01-27,05:00:00,-0.5958923339843523
2022-01-27,06:00:00,-0.5942443847656023
2022-01-27,07:00:00,-0.5015624999999773
2022-01-27,08:00:00,-0.19077148437497726
2022-01-27,09:00:00,0.6933227539062727
2022-01-27,10:00:00,0.9863525390625227
2022-01-27,11:00:00,1.3726135253906477
2022-01-27,12:00:00,2.0885253906250227
2022-01-27,13:00:00,2.6834655761718977
2022-01-27,14:00:00,3.1990295410156477
2022-01-27,15:00:00,3.2478576660156477
2022-01-27,16:00:00,3.1429687500000227
2022-01-27,17:00:00,2.5197387695312727
2022-01-27,18:00:00,1.8249145507812727
2022-01-27,19:00:00,1.0273986816406477
2022-01-27,20:00:00,0.46633300781252274
2022-01-27,21:00:00,-0.03314819335935226
2022-01-27,22:00:00,-0.35004272460935226
2022-01-27,23:00:00,-0.5237487792968523
2022-01-28,00:00:00,-0.8345397949218523
2022-01-28,01:00:00,-0.9494079589843523
2022-01-28,02:00:00,-1.0332092285156023
2022-01-28,03:00:00,-1.4533447265624773
2022-01-28,04:00:00,-1.5005249023437273
2022-01-28,05:00:00,-1.6858886718749773
2022-01-28,06:00:00,-1.6536926269531023
2022-01-28,07:00:00,-1.6042846679687273
2022-01-28,08:00:00,-1.3501037597656023
2022-01-28,09:00:00,-0.06867065429685226
2022-01-28,10:00:00,0.29482421875002274
2022-01-28,11:00:00,0.6394897460937727
2022-01-28,12:00:00,1.2255187988281477
2022-01-28,13:00:00,1.8171325683593977
2022-01-28,14:00:00,2.3304992675781477
2022-01-28,15:00:00,2.4808898925781477
2022-01-28,16:00:00,2.5280700683593977
2022-01-28,17:00:00,2.1573425292968977
2022-01-28,18:00:00,1.7017150878906477
2022-01-28,19:00:00,1.1805664062500227
2022-01-28,20:00:00,0.8242736816406477
2022-01-28,21:00:00,0.30483398437502274
2022-01-28,22:00:00,0.0034729003906477374
2022-01-28,23:00:00,-0.25180664062497726
2022-01-29,00:00:00,-0.5221008300781023
2022-01-29,01:00:00,-0.5331787109374773
2022-01-29,02:00:00,-0.7196716308593523
2022-01-29,03:00:00,-1.1841796874999773
2022-01-29,04:00:00,-1.3312438964843523
2022-01-29,05:00:00,-1.6819824218749773
2022-01-29,06:00:00,-1.8262695312499773
2022-01-29,07:00:00,-1.6997436523437273
2022-01-29,08:00:00,-1.4461120605468523
2022-01-29,09:00:00,0.05343017578127274
2022-01-29,10:00:00,0.43801269531252274
2022-01-29,11:00:00,0.8542419433593977
2022-01-29,12:00:00,1.6184631347656477
2022-01-29,13:00:00,2.1268249511718977
2022-01-29,14:00:00,2.5796752929687727
2022-01-29,15:00:00,2.6801391601562727
2022-01-29,16:00:00,2.8088928222656477
2022-01-29,17:00:00,2.2605529785156477
2022-01-29,18:00:00,2.0446716308593977
2022-01-29,19:00:00,1.7705322265625227
2022-01-29,20:00:00,1.1844726562500227
2022-01-29,21:00:00,0.22048339843752274
2022-01-29,22:00:00,-0.05368652343747726
2022-01-29,23:00:00,-0.17523803710935226
2022-01-30,00:00:00,-0.6508544921874773
2022-01-30,01:00:00,-0.9216674804687273
2022-01-30,02:00:00,-1.0820678710937273
2022-01-30,03:00:00,-1.4944213867187273
2022-01-30,04:00:00,-1.7119506835937273
2022-01-30,05:00:00,-1.9134277343749773
2022-01-30,06:00:00,-2.0160888671874773
2022-01-30,07:00:00,-1.6281494140624773
2022-01-30,08:00:00,-1.3961853027343523
2022-01-30,09:00:00,0.35143432617189774
2022-01-30,10:00:00,0.7443786621093977
2022-01-30,11:00:00,1.0656982421875227
2022-01-30,12:00:00,1.7843872070312727
2022-01-30,13:00:00,2.1972900390625227
2022-01-30,14:00:00,2.5469299316406477
2022-01-30,15:00:00,2.5430541992187727
2022-01-30,16:00:00,2.2239318847656477
2022-01-30,17:00:00,1.4913574218750227
2022-01-30,18:00:00,1.7033630371093977
2022-01-30,19:00:00,1.8770690917968977
2022-01-30,20:00:00,2.0929504394531477
2022-01-30,21:00:00,2.0402465820312727
2022-01-30,22:00:00,2.1357055664062727
2022-01-30,23:00:00,2.3776489257812727
2022-01-31,00:00:00,2.6024414062500227
2022-01-31,01:00:00,2.8826843261718977
2022-01-31,02:00:00,2.7661376953125227
2022-01-31,03:00:00,2.7450500488281477
2022-01-31,04:00:00,2.5585876464843977
2022-01-31,05:00:00,2.5069824218750227
2022-01-31,06:00:00,2.7889038085937727
2022-01-31,07:00:00,2.7511535644531477
2022-01-31,08:00:00,2.6412902832031477
2022-01-31,09:00:00,3.3344360351562727
2022-01-31,10:00:00,3.2883850097656477
2022-01-31,11:00:00,3.4742980957031477
2022-01-31,12:00:00,4.005395507812523
2022-01-31,13:00:00,4.188012695312523
2022-01-31,14:00:00,4.342279052734398
2022-01-31,15:00:00,4.295098876953148
2022-01-31,16:00:00,4.171899414062523
2022-01-31,17:00:00,3.0835815429687727
2022-01-31,18:00:00,2.6518188476562727
2022-01-31,19:00:00,2.2528015136718977
2022-01-31,20:00:00,2.1279235839843977
2022-01-31,21:00:00,1.5013671875000227
2022-01-31,22:00:00,0.9358459472656477
2022-01-31,23:00:00,0.42971191406252274
2022-02-01,00:00:00,-0.20520629882810226
2022-02-01,01:00:00,-0.5242980957031023
2022-02-01,02:00:00,-0.8378662109374773
2022-02-01,03:00:00,-1.3662170410156023
2022-02-01,04:00:00,-1.7446960449218523
2022-02-01,05:00:00,-1.9833435058593523
2022-02-01,06:00:00,-2.0532592773437273
2022-02-01,07:00:00,-2.0843566894531023
2022-02-01,08:00:00,-1.7602294921874773
2022-02-01,09:00:00,-0.5376342773437273
2022-02-01,10:00:00,0.025659179687522737
2022-02-01,11:00:00,0.6355834960937727
2022-02-01,12:00:00,1.5618530273437727
2022-02-01,13:00:00,2.0702148437500227
2022-02-01,14:00:00,2.4570251464843977
2022-02-01,15:00:00,2.4437194824218977
2022-02-01,16:00:00,2.3199401855468977
2022-02-01,17:00:00,0.6799865722656477
2022-02-01,18:00:00,0.18163452148439774
2022-02-01,19:00:00,-0.29398193359372726
2022-02-01,20:00:00,-0.7535156249999773
2022-02-01,21:00:00,-1.2174743652343523
2022-02-01,22:00:00,-1.0076965332031023
2022-02-01,23:00:00,-1.1936096191406023
2022-02-02,00:00:00,-1.3895019531249773
2022-02-02,01:00:00,-1.4328063964843523
2022-02-02,02:00:00,-1.5593322753906023
2022-02-02,03:00:00,-1.8002075195312273
2022-02-02,04:00:00,-1.9339355468749773
2022-02-02,05:00:00,-2.3917907714843523
2022-02-02,06:00:00,-2.3024658203124773
2022-02-02,07:00:00,-2.1087707519531023
2022-02-02,08:00:00,-1.8495849609374773
2022-02-02,09:00:00,-0.29456176757810226
2022-02-02,10:00:00,0.12279663085939774
2022-02-02,11:00:00,0.6866394042968977
2022-02-02,12:00:00,1.4830566406250227
2022-02-02,13:00:00,1.9003845214843977
2022-02-02,14:00:00,2.2244812011718977
2022-02-02,15:00:00,2.1773315429687727
2022-02-02,16:00:00,1.9847351074218977
2022-02-02,17:00:00,1.0107666015625227
2022-02-02,18:00:00,1.4697204589843977
2022-02-02,19:00:00,1.6650634765625227
2022-02-02,20:00:00,1.7733093261718977
2022-02-02,21:00:00,1.0052124023437727
2022-02-02,22:00:00,0.6883178710937727
2022-02-02,23:00:00,1.0035339355468977
2022-02-03,00:00:00,0.7799011230468977
2022-02-03,01:00:00,0.6144958496093977
2022-02-03,02:00:00,0.5373474121093977
2022-02-03,03:00:00,0.13332519531252274
2022-02-03,04:00:00,0.06063232421877274
2022-02-03,05:00:00,0.35256347656252274
2022-02-03,06:00:00,0.5745483398437727
2022-02-03,07:00:00,0.5795532226562727
2022-02-03,08:00:00,0.7759948730468977
2022-02-03,09:00:00,2.6063171386718977
2022-02-03,10:00:00,2.7905517578125227
2022-02-03,11:00:00,2.9576049804687727
2022-02-03,12:00:00,3.3705078125000227
2022-02-03,13:00:00,3.5403381347656477
2022-02-03,14:00:00,3.6846252441406477
2022-02-03,15:00:00,3.4515319824218977
2022-02-03,16:00:00,3.2040344238281477
2022-02-03,17:00:00,2.5918823242187727
2022-02-03,18:00:00,2.8171936035156477
2022-02-03,19:00:00,2.9959045410156477
2022-02-03,20:00:00,2.8865905761718977
2022-02-03,21:00:00,2.3882080078125227
2022-02-03,22:00:00,2.1256958007812727
2022-02-03,23:00:00,1.8643127441406477
2022-02-04,00:00:00,1.3098999023437727
2022-02-04,01:00:00,0.9397216796875227
2022-02-04,02:00:00,0.5501342773437727
2022-02-04,03:00:00,-0.025396728515602263
2022-02-04,04:00:00,-0.06921997070310226
2022-02-04,05:00:00,-0.26123657226560226
2022-02-04,06:00:00,-0.34116210937497726
2022-02-04,07:00:00,-0.5187744140624773
2022-02-04,08:00:00,-0.5759338378906023
2022-02-04,09:00:00,0.5778747558593977
2022-02-04,10:00:00,0.8620239257812727
2022-02-04,11:00:00,1.2571655273437727
2022-02-04,12:00:00,2.0302368164062727
2022-02-04,13:00:00,2.1684509277343977
2022-02-04,14:00:00,2.0507751464843977
2022-02-04,15:00:00,1.2221923828125227
2022-02-04,16:00:00,0.5778747558593977
2022-02-04,17:00:00,-1.0437683105468523
2022-02-04,18:00:00,-1.7363647460937273
2022-02-04,19:00:00,-2.3113464355468523
2022-02-04,20:00:00,-2.6160034179687273
2022-02-04,21:00:00,-3.0561279296874773
2022-02-04,22:00:00,-3.1526855468749773
2022-02-04,23:00:00,-3.3219360351562273
2022-02-05,00:00:00,-3.6355041503906023
2022-02-05,01:00:00,-3.5389465332031023
2022-02-05,02:00:00,-3.5289672851562273
2022-02-05,03:00:00,-3.5100769042968523
2022-02-05,04:00:00,-3.3374999999999773
2022-02-05,05:00:00,-3.1410278320312273
2022-02-05,06:00:00,-3.0022949218749773
2022-02-05,07:00:00,-2.9145874023437273
2022-02-05,08:00:00,-2.6215576171874773
2022-02-05,09:00:00,-1.1980346679687273
2022-02-05,10:00:00,-0.5881408691406023
2022-02-05,11:00:00,0.03453979492189774
2022-02-05,12:00:00,0.8536926269531477
2022-02-05,13:00:00,1.2582641601562727
2022-02-05,14:00:00,1.4808288574218977
2022-02-05,15:00:00,1.2416320800781477
2022-02-05,16:00:00,1.0057617187500227
2022-02-05,17:00:00,-0.06088867187497726
2022-02-05,18:00:00,-0.35837402343747726
2022-02-05,19:00:00,-0.42828979492185226
2022-02-05,20:00:00,-0.41498413085935226
2022-02-05,21:00:00,-0.8245605468749773
2022-02-05,22:00:00,-0.9272216796874773
2022-02-05,23:00:00,-0.9544128417968523
2022-02-06,00:00:00,-1.0515502929687273
2022-02-06,01:00:00,-1.0720581054687273
2022-02-06,02:00:00,-1.0365661621093523
2022-02-06,03:00:00,-1.1947082519531023
2022-02-06,04:00:00,-1.2396606445312273
2022-02-06,05:00:00,-1.0914978027343523
2022-02-06,06:00:00,-1.1064819335937273
2022-02-06,07:00:00,-0.9582885742187273
2022-02-06,08:00:00,-0.7307495117187273
2022-02-06,09:00:00,0.8248535156250227
2022-02-06,10:00:00,1.5418640136718977
2022-02-06,11:00:00,2.3332763671875227
2022-02-06,12:00:00,3.3577514648437727
2022-02-06,13:00:00,4.013726806640648
2022-02-06,14:00:00,4.466607666015648
2022-02-06,15:00:00,4.417749023437523
2022-02-06,16:00:00,3.9870849609375227
2022-02-06,17:00:00,2.8410583496093977
2022-02-06,18:00:00,2.4903198242187727
2022-02-06,19:00:00,1.8005004882812727
2022-02-06,20:00:00,1.1572814941406477
2022-02-06,21:00:00,1.4425292968750227
2022-02-06,22:00:00,1.2449584960937727
2022-02-06,23:00:00,1.0640197753906477
2022-02-07,00:00:00,0.42083129882814774
2022-02-07,01:00:00,0.32592163085939774
2022-02-07,02:00:00,-0.10474243164060226
2022-02-07,03:00:00,0.06340942382814774
2022-02-07,04:00:00,0.32479248046877274
2022-02-07,05:00:00,0.5306945800781477
2022-02-07,06:00:00,0.7327209472656477
2022-02-07,07:00:00,0.9996582031250227
2022-02-07,08:00:00,1.2044311523437727
2022-02-07,09:00:00,2.1645446777343977
2022-02-07,10:00:00,2.4892211914062727
2022-02-07,11:00:00,2.6223999023437727
2022-02-07,12:00:00,2.9121032714843977
2022-02-07,13:00:00,3.1446472167968977
2022-02-07,14:00:00,3.3505493164062727
2022-02-07,15:00:00,3.3521972656250227
2022-02-07,16:00:00,3.3904968261718977
2022-02-07,17:00:00,2.4204040527343977
2022-02-07,18:00:00,1.9508911132812727
2022-02-07,19:00:00,1.6728454589843977
2022-02-07,20:00:00,1.7827392578125227
2022-02-07,21:00:00,1.3392883300781477
2022-02-07,22:00:00,1.2893615722656477
2022-02-07,23:00:00,1.7427612304687727
2022-02-08,00:00:00,1.7311035156250227
2022-02-08,01:00:00,1.5218750000000227
2022-02-08,02:00:00,1.4536376953125227
2022-02-08,03:00:00,0.9952026367187727
2022-02-08,04:00:00,0.8181701660156477
2022-02-08,05:00:00,0.7393737792968977
2022-02-08,06:00:00,0.5257202148437727
2022-02-08,07:00:00,0.8320556640625227
2022-02-08,08:00:00,1.0257507324218977
2022-02-08,09:00:00,2.9764953613281477
2022-02-08,10:00:00,3.6668640136718977
2022-02-08,11:00:00,4.279016113281273
2022-02-08,12:00:00,5.067071533203148
2022-02-08,13:00:00,5.441125488281273
2022-02-08,14:00:00,5.585992431640648
2022-02-08,15:00:00,5.197503662109398
2022-02-08,16:00:00,4.655847167968773
2022-02-08,17:00:00,3.4631896972656477
2022-02-08,18:00:00,3.2867065429687727
2022-02-08,19:00:00,3.4676452636718977
2022-02-08,20:00:00,3.7184997558593977
2022-02-08,21:00:00,3.4793029785156477
2022-02-08,22:00:00,3.2856079101562727
2022-02-08,23:00:00,3.1124511718750227
2022-02-09,00:00:00,2.7411743164062727
2022-02-09,01:00:00,2.4420410156250227
2022-02-09,02:00:00,2.2605529785156477
2022-02-09,03:00:00,2.2256103515625227
2022-02-09,04:00:00,2.3760009765625227
2022-02-09,05:00:00,1.8543334960937727
2022-02-09,06:00:00,2.0507751464843977
2022-02-09,07:00:00,2.7800231933593977
2022-02-09,08:00:00,3.2711730957031477
2022-02-09,09:00:00,5.067071533203148
2022-02-09,10:00:00,5.327355957031273
2022-02-09,11:00:00,5.463891601562523
2022-02-09,12:00:00,5.780236816406273
2022-02-09,13:00:00,5.799096679687523
2022-02-09,14:00:00,5.627038574218773
2022-02-09,15:00:00,5.124810791015648
2022-02-09,16:00:00,4.952752685546898
2022-02-09,17:00:00,4.111962890625023
2022-02-09,18:00:00,4.095880126953148
2022-02-09,19:00:00,4.076440429687523
2022-02-09,20:00:00,4.079217529296898
2022-02-09,21:00:00,3.7573486328125227
2022-02-09,22:00:00,3.7268005371093977
2022-02-09,23:00:00,3.8239379882812727
2022-02-10,00:00:00,3.3871704101562727
2022-02-10,01:00:00,3.1213317871093977
